Sample_ID,Length_nm,Width_nm,Temp_C,Freq_rad_s,G1_Pa,G2_Pa,c,Mn,Mw
407A,100,15.86,20,0.0316,0.078003,0.039833,0.06,2173000,2175000
407A,100,15.86,20,0.0464,0.083812,0.037988,0.06,2173000,2175000
407A,100,15.86,20,0.0681,0.087254,0.059091,0.06,2173000,2175000
407A,100,15.86,20,0.1,0.12512,0.04634,0.06,2173000,2175000
407A,100,15.86,20,0.147,0.11513,0.11504,0.06,2173000,2175000
407A,100,15.86,20,0.215,0.12809,0.14262,0.06,2173000,2175000
407A,100,15.86,20,0.316,0.1404,0.20395,0.06,2173000,2175000
407A,100,15.86,20,0.464,0.17759,0.1516,0.06,2173000,2175000
407A,100,15.86,20,0.681,0.16191,0.24965,0.06,2173000,2175000
407A,100,15.86,20,1,0.18611,0.26001,0.06,2173000,2175000
407A,100,15.86,20,1.47,0.19986,0.31703,0.06,2173000,2175000
407A,100,15.86,20,2.15,0.22944,0.36201,0.06,2173000,2175000
407A,100,15.86,20,3.16,0.31219,0.38246,0.06,2173000,2175000
407A,100,15.86,20,4.64,0.25073,0.43241,0.06,2173000,2175000
407A,100,15.86,20,6.81,0.14956,0.54715,0.06,2173000,2175000
407A,100,15.86,20,10,3.75E-05,0.74905,0.06,2173000,2175000
407A,100,15.86,20,14.7,6.78E-05,1.3561,0.06,2173000,2175000
407A,100,15.86,20,21.5,0.00011746,2.3492,0.06,2173000,2175000
407A,100,15.86,20,31.6,0.0002765,5.53,0.06,2173000,2175000
407A,100,15.86,20,46.4,0.00062228,12.446,0.06,2173000,2175000
407A,100,15.86,20,68.1,0.0014287,28.574,0.06,2173000,2175000
407A,100,15.86,20,100,0.0032824,65.649,0.06,2173000,2175000
407A,100,15.86,25,0.01,0.10171,0.014875,0.06,2173000,2175000
407A,100,15.86,25,0.0147,0.13995,0.025434,0.06,2173000,2175000
407A,100,15.86,25,0.0215,0.10232,0.051148,0.06,2173000,2175000
407A,100,15.86,25,0.0316,0.1091,0.058593,0.06,2173000,2175000
407A,100,15.86,25,0.0464,0.12152,0.10116,0.06,2173000,2175000
407A,100,15.86,25,0.0681,0.12087,0.11384,0.06,2173000,2175000
407A,100,15.86,25,0.1,0.15821,0.17337,0.06,2173000,2175000
407A,100,15.86,25,0.147,0.1791,0.21198,0.06,2173000,2175000
407A,100,15.86,25,0.215,0.19536,0.23207,0.06,2173000,2175000
407A,100,15.86,25,0.316,0.23926,0.29369,0.06,2173000,2175000
407A,100,15.86,25,0.464,0.26586,0.31078,0.06,2173000,2175000
407A,100,15.86,25,0.681,0.33143,0.43826,0.06,2173000,2175000
407A,100,15.86,25,1,0.30587,0.49514,0.06,2173000,2175000
407A,100,15.86,25,1.47,0.47791,0.55455,0.06,2173000,2175000
407A,100,15.86,25,2.15,0.49031,0.66406,0.06,2173000,2175000
407A,100,15.86,25,3.16,0.51387,0.82892,0.06,2173000,2175000
407A,100,15.86,25,4.64,0.66909,0.85258,0.06,2173000,2175000
407A,100,15.86,25,6.81,0.69081,1.0393,0.06,2173000,2175000
407A,100,15.86,25,10,0.4904,1.251,0.06,2173000,2175000
407A,100,15.86,25,14.7,0.067587,1.845,0.06,2173000,2175000
407A,100,15.86,25,21.5,9.80E-05,1.9605,0.06,2173000,2175000
407A,100,15.86,25,31.6,0.00024145,4.8289,0.06,2173000,2175000
407A,100,15.86,25,46.4,0.00054544,10.909,0.06,2173000,2175000
407A,100,15.86,25,68.1,0.0012713,25.426,0.06,2173000,2175000
407A,100,15.86,25,100,0.0030465,60.931,0.06,2173000,2175000
407A,100,15.86,30,0.01,0.020629,0.3907,0.06,2173000,2175000
407A,100,15.86,30,0.0147,0.14579,0.036246,0.06,2173000,2175000
407A,100,15.86,30,0.0215,0.096716,0.12652,0.06,2173000,2175000
407A,100,15.86,30,0.0316,0.10551,0.098592,0.06,2173000,2175000
407A,100,15.86,30,0.0464,0.15257,0.11204,0.06,2173000,2175000
407A,100,15.86,30,0.0681,0.097255,0.14118,0.06,2173000,2175000
407A,100,15.86,30,0.1,0.12878,0.14513,0.06,2173000,2175000
407A,100,15.86,30,0.147,0.1577,0.15573,0.06,2173000,2175000
407A,100,15.86,30,0.215,0.16813,0.20666,0.06,2173000,2175000
407A,100,15.86,30,0.316,0.20274,0.26341,0.06,2173000,2175000
407A,100,15.86,30,0.464,0.19289,0.26665,0.06,2173000,2175000
407A,100,15.86,30,0.681,0.21493,0.34016,0.06,2173000,2175000
407A,100,15.86,30,1,0.29809,0.39267,0.06,2173000,2175000
407A,100,15.86,30,1.47,0.36534,0.40248,0.06,2173000,2175000
407A,100,15.86,30,2.15,0.37402,0.48602,0.06,2173000,2175000
407A,100,15.86,30,3.16,0.43664,0.6275,0.06,2173000,2175000
407A,100,15.86,30,4.64,0.48745,0.66593,0.06,2173000,2175000
407A,100,15.86,30,6.81,0.53137,0.97983,0.06,2173000,2175000
407A,100,15.86,30,10,0.24975,0.99328,0.06,2173000,2175000
407A,100,15.86,30,14.7,0.02804,1.6315,0.06,2173000,2175000
407A,100,15.86,30,21.5,9.24E-05,1.847,0.06,2173000,2175000
407A,100,15.86,30,31.6,0.00022595,4.519,0.06,2173000,2175000
407A,100,15.86,30,46.4,0.00050553,10.111,0.06,2173000,2175000
407A,100,15.86,30,68.1,0.0011324,22.649,0.06,2173000,2175000
407A,100,15.86,30,100,0.0027025,54.05,0.06,2173000,2175000
407A,100,15.86,35,0.01,0.39914,2.00E-05,0.06,2173000,2175000
407A,100,15.86,35,0.0147,0.35722,0.11701,0.06,2173000,2175000
407A,100,15.86,35,0.0215,0.11709,0.19398,0.06,2173000,2175000
407A,100,15.86,35,0.0316,0.10289,0.14613,0.06,2173000,2175000
407A,100,15.86,35,0.0464,0.14824,0.055981,0.06,2173000,2175000
407A,100,15.86,35,0.0681,0.054637,0.13492,0.06,2173000,2175000
407A,100,15.86,35,0.1,0.10344,0.1334,0.06,2173000,2175000
407A,100,15.86,35,0.147,0.10404,0.14039,0.06,2173000,2175000
407A,100,15.86,35,0.215,0.094879,0.1454,0.06,2173000,2175000
407A,100,15.86,35,0.316,0.1457,0.1463,0.06,2173000,2175000
407A,100,15.86,35,0.464,0.16473,0.19606,0.06,2173000,2175000
407A,100,15.86,35,0.681,0.19139,0.19202,0.06,2173000,2175000
407A,100,15.86,35,1,0.19616,0.26722,0.06,2173000,2175000
407A,100,15.86,35,1.47,0.28141,0.26332,0.06,2173000,2175000
407A,100,15.86,35,2.15,0.2558,0.33153,0.06,2173000,2175000
407A,100,15.86,35,3.16,0.30395,0.35432,0.06,2173000,2175000
407A,100,15.86,35,4.64,0.36146,0.42764,0.06,2173000,2175000
407A,100,15.86,35,6.81,0.45902,0.52105,0.06,2173000,2175000
407A,100,15.86,35,10,0.039384,0.67291,0.06,2173000,2175000
407A,100,15.86,35,14.7,6.02E-05,1.2046,0.06,2173000,2175000
407A,100,15.86,35,21.5,8.26E-05,1.6525,0.06,2173000,2175000
407A,100,15.86,35,31.6,0.00019675,3.9351,0.06,2173000,2175000
407A,100,15.86,35,46.4,0.00045136,9.0272,0.06,2173000,2175000
407A,100,15.86,35,68.1,0.0010543,21.085,0.06,2173000,2175000
407A,100,15.86,35,100,0.0025553,51.106,0.06,2173000,2175000
407B,100,23.39,15,0.01,0.12903,0.152,0.06,5239000,5205000
407B,100,23.39,15,0.0147,0.095682,0.019208,0.06,5239000,5205000
407B,100,23.39,15,0.0215,0.090108,0.035691,0.06,5239000,5205000
407B,100,23.39,15,0.0316,0.058418,0.04,0.06,5239000,5205000
407B,100,23.39,15,0.0464,0.080688,2.14E-05,0.06,5239000,5205000
407B,100,23.39,15,0.0681,0.070157,0.014506,0.06,5239000,5205000
407B,100,23.39,15,0.1,0.081656,0.016982,0.06,5239000,5205000
407B,100,23.39,15,0.147,0.056437,0.023555,0.06,5239000,5205000
407B,100,23.39,15,0.215,0.066951,0.032346,0.06,5239000,5205000
407B,100,23.39,15,0.316,0.072053,0.041704,0.06,5239000,5205000
407B,100,23.39,15,0.464,0.082601,0.04736,0.06,5239000,5205000
407B,100,23.39,15,0.681,0.086964,0.10498,0.06,5239000,5205000
407B,100,23.39,15,1,0.092545,0.16046,0.06,5239000,5205000
407B,100,23.39,15,1.47,0.068462,0.15204,0.06,5239000,5205000
407B,100,23.39,15,2.15,0.090118,0.2242,0.06,5239000,5205000
407B,100,23.39,15,3.16,0.031243,0.30892,0.06,5239000,5205000
407B,100,23.39,15,4.64,0.018075,0.49791,0.06,5239000,5205000
407B,100,23.39,15,6.81,0.021542,0.69557,0.06,5239000,5205000
407B,100,23.39,15,10,5.52E-05,1.1045,0.06,5239000,5205000
407B,100,23.39,15,14.7,8.78E-05,1.7557,0.06,5239000,5205000
407B,100,23.39,15,21.5,0.00016005,3.201,0.06,5239000,5205000
407B,100,23.39,15,31.6,0.00025728,5.1456,0.06,5239000,5205000
407B,100,23.39,15,46.4,0.0005453,10.906,0.06,5239000,5205000
407B,100,23.39,15,68.1,0.001218,24.361,0.06,5239000,5205000
407B,100,23.39,15,100,0.0027204,54.409,0.06,5239000,5205000
407B,100,23.39,20,0.01,2.80E-06,0.055976,0.06,5239000,5205000
407B,100,23.39,20,0.0147,5.32E-06,0.10646,0.06,5239000,5205000
407B,100,23.39,20,0.0215,0.074496,0.078039,0.06,5239000,5205000
407B,100,23.39,20,0.0316,0.037338,0.01836,0.06,5239000,5205000
407B,100,23.39,20,0.0464,0.039113,0.043876,0.06,5239000,5205000
407B,100,23.39,20,0.0681,0.12795,0.07731,0.06,5239000,5205000
407B,100,23.39,20,0.1,0.11076,0.083195,0.06,5239000,5205000
407B,100,23.39,20,0.147,0.14232,0.12782,0.06,5239000,5205000
407B,100,23.39,20,0.215,0.14489,0.17126,0.06,5239000,5205000
407B,100,23.39,20,0.316,0.17626,0.18994,0.06,5239000,5205000
407B,100,23.39,20,0.464,0.20851,0.2513,0.06,5239000,5205000
407B,100,23.39,20,0.681,0.23413,0.31747,0.06,5239000,5205000
407B,100,23.39,20,1,0.27841,0.41774,0.06,5239000,5205000
407B,100,23.39,20,1.47,0.32171,0.54257,0.06,5239000,5205000
407B,100,23.39,20,2.15,0.41808,0.71747,0.06,5239000,5205000
407B,100,23.39,20,3.16,0.53215,0.92292,0.06,5239000,5205000
407B,100,23.39,20,4.64,0.60061,1.2524,0.06,5239000,5205000
407B,100,23.39,20,6.81,0.65646,1.6054,0.06,5239000,5205000
407B,100,23.39,20,10,0.64419,2.1991,0.06,5239000,5205000
407B,100,23.39,20,14.7,0.40957,3.1148,0.06,5239000,5205000
407B,100,23.39,20,21.5,0.00022902,4.5804,0.06,5239000,5205000
407B,100,23.39,20,31.6,0.00026597,5.3194,0.06,5239000,5205000
407B,100,23.39,20,46.4,0.00050393,10.079,0.06,5239000,5205000
407B,100,23.39,20,68.1,0.0010533,21.066,0.06,5239000,5205000
407B,100,23.39,20,100,0.002443,48.859,0.06,5239000,5205000
407B,100,23.39,25,0.01,0.37974,0.55282,0.06,5239000,5205000
407B,100,23.39,25,0.0147,0.51802,0.61884,0.06,5239000,5205000
407B,100,23.39,25,0.0215,1.4546,1.2092,0.06,5239000,5205000
407B,100,23.39,25,0.0316,2.2651,1.8283,0.06,5239000,5205000
407B,100,23.39,25,0.0464,2.9249,2.3716,0.06,5239000,5205000
407B,100,23.39,25,0.0681,3.6136,2.8474,0.06,5239000,5205000
407B,100,23.39,25,0.1,4.3438,3.2997,0.06,5239000,5205000
407B,100,23.39,25,0.147,4.9912,3.8656,0.06,5239000,5205000
407B,100,23.39,25,0.215,5.7511,4.3888,0.06,5239000,5205000
407B,100,23.39,25,0.316,6.6061,5.0119,0.06,5239000,5205000
407B,100,23.39,25,0.464,7.5082,5.6825,0.06,5239000,5205000
407B,100,23.39,25,0.681,8.579,6.4221,0.06,5239000,5205000
407B,100,23.39,25,1,9.8199,7.2313,0.06,5239000,5205000
407B,100,23.39,25,1.47,11.192,8.1752,0.06,5239000,5205000
407B,100,23.39,25,2.15,12.833,9.2212,0.06,5239000,5205000
407B,100,23.39,25,3.16,14.655,10.388,0.06,5239000,5205000
407B,100,23.39,25,4.64,16.804,11.694,0.06,5239000,5205000
407B,100,23.39,25,6.81,19.276,13.164,0.06,5239000,5205000
407B,100,23.39,25,10,22.127,14.825,0.06,5239000,5205000
407B,100,23.39,25,14.7,25.283,16.751,0.06,5239000,5205000
407B,100,23.39,25,21.5,28.811,19.306,0.06,5239000,5205000
407B,100,23.39,25,31.6,31.46,20.09,0.06,5239000,5205000
407B,100,23.39,25,46.4,33.898,21.857,0.06,5239000,5205000
407B,100,23.39,25,68.1,33.637,23.473,0.06,5239000,5205000
407B,100,23.39,25,100,26.005,21.074,0.06,5239000,5205000
407B,100,23.39,30,0.01,2.7341,3.2931,0.06,5239000,5205000
407B,100,23.39,30,0.0147,4.615,5.8252,0.06,5239000,5205000
407B,100,23.39,30,0.0215,6.4956,7.4056,0.06,5239000,5205000
407B,100,23.39,30,0.0316,7.9842,8.8559,0.06,5239000,5205000
407B,100,23.39,30,0.0464,9.4136,9.9721,0.06,5239000,5205000
407B,100,23.39,30,0.0681,10.8,11.118,0.06,5239000,5205000
407B,100,23.39,30,0.1,12.663,12.26,0.06,5239000,5205000
407B,100,23.39,30,0.147,14.725,13.491,0.06,5239000,5205000
407B,100,23.39,30,0.215,16.729,15.037,0.06,5239000,5205000
407B,100,23.39,30,0.316,19.097,16.563,0.06,5239000,5205000
407B,100,23.39,30,0.464,21.768,18.327,0.06,5239000,5205000
407B,100,23.39,30,0.681,24.762,20.168,0.06,5239000,5205000
407B,100,23.39,30,1,28.445,22.248,0.06,5239000,5205000
407B,100,23.39,30,1.47,32.628,24.505,0.06,5239000,5205000
407B,100,23.39,30,2.15,37.535,27.038,0.06,5239000,5205000
407B,100,23.39,30,3.16,43.093,29.494,0.06,5239000,5205000
407B,100,23.39,30,4.64,49.529,32.156,0.06,5239000,5205000
407B,100,23.39,30,6.81,56.539,34.719,0.06,5239000,5205000
407B,100,23.39,30,10,64.52,37.304,0.06,5239000,5205000
407B,100,23.39,30,14.7,73.165,40.081,0.06,5239000,5205000
407B,100,23.39,30,21.5,81.952,43.635,0.06,5239000,5205000
407B,100,23.39,30,31.6,91.409,44.485,0.06,5239000,5205000
407B,100,23.39,30,46.4,101.11,46.13,0.06,5239000,5205000
407B,100,23.39,30,68.1,111.71,48.066,0.06,5239000,5205000
407B,100,23.39,30,100,113.53,44.605,0.06,5239000,5205000
407B,100,23.39,35,0.01,4.2844,7.6426,0.06,5239000,5205000
407B,100,23.39,35,0.0147,5.5817,10.459,0.06,5239000,5205000
407B,100,23.39,35,0.0215,9.517,12.368,0.06,5239000,5205000
407B,100,23.39,35,0.0316,11.689,15.762,0.06,5239000,5205000
407B,100,23.39,35,0.0464,15.303,18.067,0.06,5239000,5205000
407B,100,23.39,35,0.0681,18.356,20.25,0.06,5239000,5205000
407B,100,23.39,35,0.1,21.836,22.32,0.06,5239000,5205000
407B,100,23.39,35,0.147,25.972,24.237,0.06,5239000,5205000
407B,100,23.39,35,0.215,29.546,26.518,0.06,5239000,5205000
407B,100,23.39,35,0.316,33.982,28.882,0.06,5239000,5205000
407B,100,23.39,35,0.464,38.914,31.382,0.06,5239000,5205000
407B,100,23.39,35,0.681,44.458,33.911,0.06,5239000,5205000
407B,100,23.39,35,1,50.78,36.714,0.06,5239000,5205000
407B,100,23.39,35,1.47,57.964,39.591,0.06,5239000,5205000
407B,100,23.39,35,2.15,66.064,42.414,0.06,5239000,5205000
407B,100,23.39,35,3.16,75.089,45.215,0.06,5239000,5205000
407B,100,23.39,35,4.64,84.975,47.922,0.06,5239000,5205000
407B,100,23.39,35,6.81,95.673,50.509,0.06,5239000,5205000
407B,100,23.39,35,10,107.19,52.994,0.06,5239000,5205000
407B,100,23.39,35,14.7,119.46,55.506,0.06,5239000,5205000
407B,100,23.39,35,21.5,132.26,58.316,0.06,5239000,5205000
407B,100,23.39,35,31.6,144.56,59.317,0.06,5239000,5205000
407B,100,23.39,35,46.4,157.34,61.142,0.06,5239000,5205000
407B,100,23.39,35,68.1,168.17,62.462,0.06,5239000,5205000
407B,100,23.39,35,100,172.99,59.722,0.06,5239000,5205000
407C,100,29.16,15,0.01,81.074,69.215,0.06,8632000,8590000
407C,100,29.16,15,0.0147,124.4,62.701,0.06,8632000,8590000
407C,100,29.16,15,0.0215,146.06,59.39,0.06,8632000,8590000
407C,100,29.16,15,0.0316,162.11,58.491,0.06,8632000,8590000
407C,100,29.16,15,0.0464,177.2,58.062,0.06,8632000,8590000
407C,100,29.16,15,0.0681,191.05,58.375,0.06,8632000,8590000
407C,100,29.16,15,0.1,205.07,59.464,0.06,8632000,8590000
407C,100,29.16,15,0.147,219.26,61.1,0.06,8632000,8590000
407C,100,29.16,15,0.215,233.76,63.242,0.06,8632000,8590000
407C,100,29.16,15,0.316,248.78,65.902,0.06,8632000,8590000
407C,100,29.16,15,0.464,264.63,68.973,0.06,8632000,8590000
407C,100,29.16,15,0.681,281.62,72.417,0.06,8632000,8590000
407C,100,29.16,15,1,299.35,76.082,0.06,8632000,8590000
407C,100,29.16,15,1.47,318.12,79.936,0.06,8632000,8590000
407C,100,29.16,15,2.15,338.04,83.795,0.06,8632000,8590000
407C,100,29.16,15,3.16,359,87.512,0.06,8632000,8590000
407C,100,29.16,15,4.64,381.04,91.104,0.06,8632000,8590000
407C,100,29.16,15,6.81,403.99,94.326,0.06,8632000,8590000
407C,100,29.16,15,10,427.7,97.268,0.06,8632000,8590000
407C,100,29.16,15,14.7,452.09,100.06,0.06,8632000,8590000
407C,100,29.16,15,21.5,476.86,103.09,0.06,8632000,8590000
407C,100,29.16,15,31.6,500.4,103.2,0.06,8632000,8590000
407C,100,29.16,15,46.4,523.42,103.86,0.06,8632000,8590000
407C,100,29.16,15,68.1,544.12,103.47,0.06,8632000,8590000
407C,100,29.16,15,100,551.96,98.588,0.06,8632000,8590000
407C,100,29.16,20,0.01,168.11,65.052,0.06,8632000,8590000
407C,100,29.16,20,0.0147,185.8,59.28,0.06,8632000,8590000
407C,100,29.16,20,0.0215,200.75,59.633,0.06,8632000,8590000
407C,100,29.16,20,0.0316,214.33,60.14,0.06,8632000,8590000
407C,100,29.16,20,0.0464,228.46,61.098,0.06,8632000,8590000
407C,100,29.16,20,0.0681,242.35,62.119,0.06,8632000,8590000
407C,100,29.16,20,0.1,257.05,63.973,0.06,8632000,8590000
407C,100,29.16,20,0.147,272.04,65.837,0.06,8632000,8590000
407C,100,29.16,20,0.215,287.46,68.205,0.06,8632000,8590000
407C,100,29.16,20,0.316,303.57,71.017,0.06,8632000,8590000
407C,100,29.16,20,0.464,320.53,74.092,0.06,8632000,8590000
407C,100,29.16,20,0.681,338.47,77.42,0.06,8632000,8590000
407C,100,29.16,20,1,357.39,80.948,0.06,8632000,8590000
407C,100,29.16,20,1.47,377.35,84.496,0.06,8632000,8590000
407C,100,29.16,20,2.15,398.47,88.039,0.06,8632000,8590000
407C,100,29.16,20,3.16,420.51,91.332,0.06,8632000,8590000
407C,100,29.16,20,4.64,443.65,94.416,0.06,8632000,8590000
407C,100,29.16,20,6.81,467.54,97.196,0.06,8632000,8590000
407C,100,29.16,20,10,492.07,99.594,0.06,8632000,8590000
407C,100,29.16,20,14.7,516.83,101.78,0.06,8632000,8590000
407C,100,29.16,20,21.5,541.7,104.21,0.06,8632000,8590000
407C,100,29.16,20,31.6,564.79,103.69,0.06,8632000,8590000
407C,100,29.16,20,46.4,586.53,103.9,0.06,8632000,8590000
407C,100,29.16,20,68.1,603.28,102.31,0.06,8632000,8590000
407C,100,29.16,20,100,606.28,95.439,0.06,8632000,8590000
407C,100,29.16,25,0.01,209.97,68.558,0.06,8632000,8590000
407C,100,29.16,25,0.0147,225.56,64.787,0.06,8632000,8590000
407C,100,29.16,25,0.0215,240.82,65.502,0.06,8632000,8590000
407C,100,29.16,25,0.0316,254.99,66.435,0.06,8632000,8590000
407C,100,29.16,25,0.0464,270.26,67.581,0.06,8632000,8590000
407C,100,29.16,25,0.0681,285.46,68.468,0.06,8632000,8590000
407C,100,29.16,25,0.1,301.21,70.018,0.06,8632000,8590000
407C,100,29.16,25,0.147,317.6,72.371,0.06,8632000,8590000
407C,100,29.16,25,0.215,334.63,74.495,0.06,8632000,8590000
407C,100,29.16,25,0.316,352.22,77.086,0.06,8632000,8590000
407C,100,29.16,25,0.464,370.67,79.968,0.06,8632000,8590000
407C,100,29.16,25,0.681,390,82.993,0.06,8632000,8590000
407C,100,29.16,25,1,410.33,86.151,0.06,8632000,8590000
407C,100,29.16,25,1.47,431.55,89.309,0.06,8632000,8590000
407C,100,29.16,25,2.15,453.71,92.292,0.06,8632000,8590000
407C,100,29.16,25,3.16,476.71,94.999,0.06,8632000,8590000
407C,100,29.16,25,4.64,500.61,97.552,0.06,8632000,8590000
407C,100,29.16,25,6.81,525.18,99.575,0.06,8632000,8590000
407C,100,29.16,25,10,550.1,101.32,0.06,8632000,8590000
407C,100,29.16,25,14.7,575.26,102.83,0.06,8632000,8590000
407C,100,29.16,25,21.5,600.09,104.68,0.06,8632000,8590000
407C,100,29.16,25,31.6,622.83,103.6,0.06,8632000,8590000
407C,100,29.16,25,46.4,643.7,103.07,0.06,8632000,8590000
407C,100,29.16,25,68.1,657.67,101.21,0.06,8632000,8590000
407C,100,29.16,25,100,656.5,95.742,0.06,8632000,8590000
407C,100,29.16,30,0.01,237.75,76.706,0.06,8632000,8590000
407C,100,29.16,30,0.0147,256.49,76.28,0.06,8632000,8590000
407C,100,29.16,30,0.0215,273.61,78.128,0.06,8632000,8590000
407C,100,29.16,30,0.0316,291.81,78.59,0.06,8632000,8590000
407C,100,29.16,30,0.0464,309.85,79.831,0.06,8632000,8590000
407C,100,29.16,30,0.0681,329.73,80.065,0.06,8632000,8590000
407C,100,29.16,30,0.1,348.59,81.808,0.06,8632000,8590000
407C,100,29.16,30,0.147,368.03,83.488,0.06,8632000,8590000
407C,100,29.16,30,0.215,388.32,85.419,0.06,8632000,8590000
407C,100,29.16,30,0.316,410.77,87.279,0.06,8632000,8590000
407C,100,29.16,30,0.464,431.92,89.489,0.06,8632000,8590000
407C,100,29.16,30,0.681,453.74,91.754,0.06,8632000,8590000
407C,100,29.16,30,1,476.31,93.866,0.06,8632000,8590000
407C,100,29.16,30,1.47,499.51,95.859,0.06,8632000,8590000
407C,100,29.16,30,2.15,523.25,97.603,0.06,8632000,8590000
407C,100,29.16,30,3.16,547.46,99.097,0.06,8632000,8590000
407C,100,29.16,30,4.64,571.98,100.12,0.06,8632000,8590000
407C,100,29.16,30,6.81,596.89,100.95,0.06,8632000,8590000
407C,100,29.16,30,10,621.63,101.44,0.06,8632000,8590000
407C,100,29.16,30,14.7,646.36,101.75,0.06,8632000,8590000
407C,100,29.16,30,21.5,670.49,102.59,0.06,8632000,8590000
407C,100,29.16,30,31.6,692.49,100.76,0.06,8632000,8590000
407C,100,29.16,30,46.4,712.45,99.749,0.06,8632000,8590000
407C,100,29.16,30,68.1,725.65,97.195,0.06,8632000,8590000
407C,100,29.16,30,100,722.74,89.913,0.06,8632000,8590000
407C,100,29.16,35,0.01,257.16,98.275,0.06,8632000,8590000
407C,100,29.16,35,0.0147,278.02,104.85,0.06,8632000,8590000
407C,100,29.16,35,0.0215,306.69,103.35,0.06,8632000,8590000
407C,100,29.16,35,0.0316,334.33,101.85,0.06,8632000,8590000
407C,100,29.16,35,0.0464,357.94,101.44,0.06,8632000,8590000
407C,100,29.16,35,0.0681,383.73,99.057,0.06,8632000,8590000
407C,100,29.16,35,0.1,406.16,98.941,0.06,8632000,8590000
407C,100,29.16,35,0.147,429.56,98.684,0.06,8632000,8590000
407C,100,29.16,35,0.215,452.88,98.379,0.06,8632000,8590000
407C,100,29.16,35,0.316,479.06,97.676,0.06,8632000,8590000
407C,100,29.16,35,0.464,502.46,97.834,0.06,8632000,8590000
407C,100,29.16,35,0.681,525.72,98.099,0.06,8632000,8590000
407C,100,29.16,35,1,549.41,98.084,0.06,8632000,8590000
407C,100,29.16,35,1.47,573.26,97.911,0.06,8632000,8590000
407C,100,29.16,35,2.15,597.09,97.64,0.06,8632000,8590000
407C,100,29.16,35,3.16,620.9,97.203,0.06,8632000,8590000
407C,100,29.16,35,4.64,644.5,96.725,0.06,8632000,8590000
407C,100,29.16,35,6.81,667.91,96.013,0.06,8632000,8590000
407C,100,29.16,35,10,691.07,95.305,0.06,8632000,8590000
407C,100,29.16,35,14.7,713.85,94.631,0.06,8632000,8590000
407C,100,29.16,35,21.5,736.05,94.694,0.06,8632000,8590000
407C,100,29.16,35,31.6,755.82,92.414,0.06,8632000,8590000
407C,100,29.16,35,46.4,773.63,90.936,0.06,8632000,8590000
407C,100,29.16,35,68.1,785.8,88.257,0.06,8632000,8590000
407C,100,29.16,35,100,781.35,82.217,0.06,8632000,8590000
356C,300,17.61,15,0.01,1.90E-05,0.37936,0.06,8265000,8340000
356C,300,17.61,15,0.0147,0.18811,0.078662,0.06,8265000,8340000
356C,300,17.61,15,0.0215,0.12206,0.030118,0.06,8265000,8340000
356C,300,17.61,15,0.0316,0.13918,0.048964,0.06,8265000,8340000
356C,300,17.61,15,0.0464,0.14146,0.036478,0.06,8265000,8340000
356C,300,17.61,15,0.0681,0.17429,0.021912,0.06,8265000,8340000
356C,300,17.61,15,0.1,0.072397,0.037308,0.06,8265000,8340000
356C,300,17.61,15,0.147,0.1036,0.015052,0.06,8265000,8340000
356C,300,17.61,15,0.215,0.10341,0.022693,0.06,8265000,8340000
356C,300,17.61,15,0.316,0.1159,0.044387,0.06,8265000,8340000
356C,300,17.61,15,0.464,0.10623,0.025528,0.06,8265000,8340000
356C,300,17.61,15,0.681,0.11773,0.094506,0.06,8265000,8340000
356C,300,17.61,15,1,0.12696,0.075469,0.06,8265000,8340000
356C,300,17.61,15,1.47,0.15155,0.12453,0.06,8265000,8340000
356C,300,17.61,15,2.15,0.13403,0.11844,0.06,8265000,8340000
356C,300,17.61,15,3.16,0.18135,0.19035,0.06,8265000,8340000
356C,300,17.61,15,4.64,0.25663,0.31506,0.06,8265000,8340000
356C,300,17.61,15,6.81,0.24443,0.44668,0.06,8265000,8340000
356C,300,17.61,15,10,0.51566,0.76405,0.06,8265000,8340000
356C,300,17.61,15,14.7,0.80416,1.2368,0.06,8265000,8340000
356C,300,17.61,15,21.5,1.4214,2.2765,0.06,8265000,8340000
356C,300,17.61,15,31.6,1.7484,1.0932,0.06,8265000,8340000
356C,300,17.61,15,46.4,2.8427,0.95002,0.06,8265000,8340000
356C,300,17.61,15,68.1,5.9768,0.18521,0.06,8265000,8340000
356C,300,17.61,15,100,6.9718,3.9262,0.06,8265000,8340000
356C,300,17.61,20,0.01,0.11774,0.032731,0.06,8265000,8340000
356C,300,17.61,20,0.0147,0.030657,0.023985,0.06,8265000,8340000
356C,300,17.61,20,0.0215,9.30E-06,0.18597,0.06,8265000,8340000
356C,300,17.61,20,0.0316,0.0046197,0.020501,0.06,8265000,8340000
356C,300,17.61,20,0.0464,0.019555,0.032659,0.06,8265000,8340000
356C,300,17.61,20,0.0681,0.033641,0.010262,0.06,8265000,8340000
356C,300,17.61,20,0.1,0.0047663,0.027618,0.06,8265000,8340000
356C,300,17.61,20,0.147,0.024193,0.001805,0.06,8265000,8340000
356C,300,17.61,20,0.215,0.026018,0.029571,0.06,8265000,8340000
356C,300,17.61,20,0.316,0.024409,0.031256,0.06,8265000,8340000
356C,300,17.61,20,0.464,0.083836,0.06477,0.06,8265000,8340000
356C,300,17.61,20,0.681,0.028766,0.028868,0.06,8265000,8340000
356C,300,17.61,20,1,0.043155,0.064024,0.06,8265000,8340000
356C,300,17.61,20,1.47,0.080627,0.068301,0.06,8265000,8340000
